13.0,1,3,3.0279159545898438e-05
21.0,4,9,2.2649765014648438e-05
12.0,2,3,2.09808349609375e-05
21.0,3,10,2.1219253540039062e-05
43.0,2,7,2.09808349609375e-05
15.0,6,9,2.0742416381835938e-05
14.0,8,9,2.0503997802734375e-05
21.0,8,10,2.0503997802734375e-05
7.0,5,8,2.0742416381835938e-05
29.0,1,10,2.09808349609375e-05
