9870,2270
9870,1824
9870,65057
364689,1265
364689,25475
364689,2503
120467,539
120467,311
120467,97630
120467,843
120467,916
140300,808
140300,604
140300,605
140300,10191
106646,261023
106646,769
106646,398181
106646,400535
106646,4771
4247,22705
4247,398181
4247,238636
4247,106646
4247,979
9880,449176
9880,286565
9880,50479
9880,272693
9880,308369
11631,437557
11631,10735
11631,109445
11631,382591
11631,1631
122906,13
122906,118
122906,141
122906,521
122906,10735
41630,55721
41630,862
41630,13
41630,68718
41630,200727
334533,2062
334533,284276
334533,212778
334533,261
334533,343
4256,40264
4256,5060
4256,3034
4256,957
4256,4258
72105,862
72105,24420
72105,13523
72105,1024
72105,290762
4258,957
4258,926
4258,4247
4258,762
4258,808
8355,351286
8355,329
8355,135397
8355,15997
8355,12144
384677,769
384677,2291
384677,968
384677,18487
384677,10707
11430,14211
11430,150689
11430,9732
11430,810
38055,9806
38055,127380
38055,1927
38055,1368
38055,272
507562,81
507562,374205
507562,129
507562,12429
507562,4935
77931,812
77931,38757
77931,9479
77931,10020
77931,14160
7453,299687
7453,101299
7453,336843
7453,126889
7453,644
64688,75780
64688,193893
64688,187017
64688,90
64688,9604
57800,425
57800,30505
57800,18905
57800,17610
57800,10567
46195,9325
46195,278927
46195,172385
46195,15969
46195,30197
4638,4771
4638,984
4638,1696
4638,1949
4638,13820
458423,224141
458423,30197
458423,621
458423,812
458423,11224
438970,578
438970,580
438970,813
438970,579
438970,205321
45243,20289
45243,339692
45243,627
45243,12593
290762,370663
290762,10641
290762,38
290762,13
290762,11224
12133,7326
12133,1631
12133,12689
12133,11091
12133,271
400928,10830
400928,52449
400928,35052
400928,103663
400928,14069
41154,348
41154,840
41154,126889
41154,602
41154,20424
10947,11887
10947,13649
10947,313369
10947,74018
10947,9880
10358,8390
10358,41630
10358,8224
10358,1607
10358,4995
65057,1597
65057,11846
65057,3309
65057,12634
65057,352501
9928,198184
9928,2048
9928,605
9928,87101
9928,157336
413644,116711
413644,270946
413644,10140
413644,557
100042,862
100042,13
100042,50544
100042,920
100042,64688
76492,159824
76492,766
76492,7131
76492,671
76492,672
353486,333339
353486,314095
353486,70160
353486,131631
353486,328387
2770,17899
2770,8363
2770,11129
2770,27088
2770,22318
23398,370663
23398,437557
23398,297762
23398,258480
23398,11631
58233,646
58233,681
58233,660
58233,691
58233,954
8920,16859
8920,15370
8920,4978
8920,86130
8920,10137
416477,241239
416477,772
416477,404
416477,152599
416477,11005
82654,72190
82654,294254
82654,336843
82654,157350
82654,101299
474335,2300
474335,13260
474335,114887
474335,376808
474335,222728
62177,10144
62177,109445
62177,10693
62177,10882
62177,11886
9339,924
9339,2044
9339,264644
9339,82703
9339,1597
214756,250546
214756,72105
214756,11249
214756,11187
542437,444705
542437,35595
542437,34509
542437,34001
542437,812
134374,111
134374,272
134374,339846
134374,64688
134374,75780
4327,11841
4327,9461
4327,24
4327,604
4327,605
747,19908
747,935
747,762
747,72190
747,419430
342473,10545
342473,9325
342473,196867
342473,11224
454992,691
454992,646
454992,660
454992,954
454992,206647
324849,49521
324849,141052
324849,1452
324849,1924
324849,8536
268531,406997
268531,346364
268531,400928
268531,118
268531,862
324852,93456
324852,10140
324852,16314
324852,18885
324852,2270
262391,381284
262391,50546
262391,707
262391,521
262391,350
13053,9325
13053,11886
13053,927
13053,10948
13053,2698
9982,348
9982,601
9982,607
9982,608
9982,602
449749,400928
449749,9769
449749,103663
449749,21484
449749,83770
11397,15144
11397,9880
11397,272693
11397,10625
11397,449176
8961,96
8961,306
8961,9679
8961,562
8961,9737
196867,11224
196867,9325
196867,224141
196867,150689
196867,407655
10501,38757
10501,22
10501,24
10501,1865
10501,652
98566,272
98566,1930
98566,604
98566,605
98566,263115
455980,460019
455980,4922
455980,390043
455980,470229
455980,254470
22794,109451
22794,1593
22794,20497
22794,105
22794,2062
82702,10191
82702,425
82702,10054
82702,111
82702,1562
37735,14671
37735,9880
37735,449176
37735,37725
37735,13374
93456,49519
93456,207703
93456,10054
93456,89
211672,93456
211672,20352
211672,366141
211672,324852
211672,366142
337170,254904
337170,813
337170,141
337170,954
337170,955
7443,1368
7443,708
7443,107846
7443,533
7443,5925
7446,258489
7446,14
7446,856
7446,509
7446,8689
59678,7453
59678,17654
59678,9056
59678,27582
301337,604
301337,605
301337,500664
301337,335984
301337,12088
400155,7131
400155,49017
400155,277
400155,24021
400155,76492
293660,141052
293660,1452
293660,1924
293660,8536
293660,379291
181533,81
181533,122
181533,863
181533,12437
9502,278927
9502,140300
9502,812
9502,24
9502,604
10527,9732
10527,8393
10527,9904
10527,14211
10527,11430
1824,1903
1824,38
1824,346685
1824,18785
1824,505906
808,10882
808,809
808,10020
808,224141
808,38757
809,10882
809,150689
809,810
809,10144
810,10191
810,808
810,71805
810,10882
62764,290595
62764,58595
62764,408
62764,672
62764,673
6957,10995
6957,41280
6957,10246
6957,112160
6957,2770
38365,13
38365,585
38365,862
38365,50544
38365,290762
253235,567
253235,449749
253235,317744
253235,291870
253235,445571
437557,376660
437557,80271
437557,391713
310,604
310,311
310,9946
310,59678
310,5876
2022,20863
10555,109445
10555,62177
10555,127380
10555,580
10555,297762
412988,14900
412988,11176
412988,927
412988,11899
412988,9319
15165,224141
15165,30197
15165,9325
15165,10020
15165,8587
188222,109414
188222,862
188222,68718
188222,627
188222,270487
272693,449176
272693,286565
272693,308369
272693,1259
257344,251516
257344,333339
257344,603
257344,604
257344,605
228161,348
228161,157336
228161,126889
228161,19995
228161,286217
399170,949
399170,414063
399170,12208
399170,291805
399170,339403
503619,419430
503619,747
503619,109414
503619,935
503619,14
399174,531
399174,263109
399174,387592
399174,533
399174,532
454983,449176
454983,101299
454983,11121
454983,84892
454983,272693
1268,9479
1268,1281
1268,1581
1268,927
1268,17979
6477,364689
6477,10191
6477,920
6477,413644
353616,254470
353616,114150
353616,335797
353616,354912
353616,332562
2899,9837
2899,284052
2899,259316
2899,564
2899,767
51540,398181
51540,557
51540,7485
51540,337674
51540,340837
227159,8067
227159,483
227159,562
227159,1571
227159,10694
283995,1924
283995,299536
283995,1452
283995,8536
283995,13640
55721,114150
55721,454992
55721,62211
269149,278927
269149,101299
269149,338970
269149,346364
350,8966
350,9880
350,2501
350,222935
350,50619
10591,272693
10591,10625
10591,9880
10591,449176
10591,37725
44896,524
44896,298
44896,324668
44896,451
44896,11358
18785,45243
18785,10029
18785,627
18785,20289
18785,12593
489929,339846
489929,329865
489929,270946
489929,238
489929,240
193893,86838
193893,75780
193893,3580
193893,14043
193893,9104
109414,627
109414,359940
109414,419430
109414,91586
109414,747
364433,141052
364433,155
364433,1924
364433,49521
364433,1452
381289,101299
381289,336843
381289,281957
381289,8966
381289,9880
466282,43923
466282,449176
466282,308369
466282,9880
466282,12689
433310,41154
433310,206487
433310,105
433310,141
433310,127585
49519,387592
49519,8392
49519,12429
49519,98
50544,38
50544,862
50544,13523
50544,1903
50546,24420
50546,38
50546,122906
50546,521
50546,1259
13171,3134
13171,4638
13171,550
13171,562
13171,185
49524,75780
49524,238636
49524,210577
49524,9654
49524,752
49013,270946
49013,920
49013,585
49013,673
49013,808
109431,4771
109431,193893
109431,11423
109431,15069
109431,949
12153,8961
12153,96
12153,1572
12153,562
12153,11565
11130,4974
11130,400617
11130,50546
11130,521
11130,597
460668,2062
460668,694
460668,453
460668,745
460668,433
318846,106646
318846,44639
318846,10673
318846,769
318846,640
109439,18785
109439,45243
109439,8859
109439,981
109439,87502
20352,93456
20352,20497
20352,342473
20352,267935
20352,11774
10625,272693
10625,89185
10625,9880
10625,449176
10625,18892
302699,954
302699,691
302699,646
302699,657
302699,681
339846,2756
339846,205775
339846,11836
339846,228165
339846,4629
370567,10705
370567,10688
370567,540620
370567,297708
370567,106859
22705,14174
22705,27066
22705,50124
22705,2770
22705,50270
109451,3034
109451,2062
109451,3035
109451,9738
224141,10882
224141,11224
224141,150689
224141,321612
27022,808
27022,34584
27022,10191
27022,671
27022,672
449176,398818
449176,376867
449176,26280
449176,26371
449176,26933
137106,1452
137106,1924
137106,8536
137106,9531
137106,9738
127380,12
127380,9479
127380,10865
920,127380
920,62211
920,364689
920,128
920,11006
502682,451480
502682,5951
502682,448514
502682,125255
390043,245891
390043,249070
390043,667
390043,682
390043,156022
137116,585
137116,150540
137116,20352
137116,62211
137116,101299
325189,11887
325189,9880
325189,272693
325189,2105
325189,449176
2976,313369
2976,6477
2976,525
2976,630
2976,4688
260514,335797
260514,9986
260514,9447
260514,9598
177572,281957
177572,2048
177572,238636
177572,681
177572,956
257445,767
257445,671
257445,674
257445,68728
257445,675
252838,712
252838,6557
252838,193893
252838,24
252838,291870
174321,89185
174321,9880
174321,449176
174321,325189
174321,10947
11688,810
11688,10473
11688,809
11688,10882
11688,10144
425,49519
425,278154
425,387592
425,10567
425,675
431530,11395
431530,13673
431530,10872
431530,8871
431530,9479
4523,10882
4523,10020
4523,224141
4523,408
4523,808
210860,101299
210860,281957
210860,336843
210860,411
210860,12155
446894,8989
446894,487283
446894,413644
446894,14220
446894,353997
332210,400579
332210,458737
332210,9732
332210,475210
332210,447332
399796,325133
399796,49519
399796,8277
399796,12429
399796,10193
116149,278927
116149,10140
116149,34584
116149,2268
116149,281957
371638,8966
371638,769
371638,9880
371638,424
371638,222935
5559,813
5559,363676
5559,744
5559,325133
5559,10776
18360,1593
18360,863
18360,181533
18360,38055
18360,44826
267193,954
267193,353081
267193,36669
267193,818
267193,36955
22970,460885
22970,98568
22970,17609
22970,298584
22970,11298
27581,503966
27581,503978
27581,503982
12222,278927
12222,9325
12222,269149
12222,157336
12222,10603
18240,9813
18240,437557
18240,11631
18240,10735
18240,45153
256961,324668
256961,524
256961,298
256961,9029
256961,646
19908,82654
19908,336843
19908,72190
19908,170
19908,1562
400579,2758
400579,433
400579,425
400579,111
400579,241239
4248,22705
4248,106646
4248,10246
4248,4247
4248,17899
10184,38
10184,8390
10184,10641
10184,261470
10184,416691
19913,50544
19913,38
19913,862
19913,398818
19913,489
290250,2275
290250,75780
290250,807
290250,171274
290250,395990
339404,13374
339404,272
339404,1124
339404,621
258509,335797
258509,260514
258509,116149
258509,9447
258509,9325
420814,424
420814,640
420814,769
420814,324786
420814,316029
10192,808
10192,809
10192,810
10192,10882
10192,14442
10193,862
10193,214756
10193,38757
10193,72105
10193,10895
296099,11153
296099,135397
296099,19908
296099,329
296099,2362
402900,1572
402900,949
402900,75656
402900,259316
402900,489931
246741,7131
246741,76492
246741,381288
246741,400155
246741,49017
223702,195589
223702,116977
223702,8363
223702,12593
223702,325133
20048,8966
20048,9880
20048,222935
20048,50619
20048,449176
454619,3134
454619,281957
454619,238636
454619,156022
454619,467938
207703,1726
207703,102899
207703,99861
207703,646
207703,660
291805,467938
291805,260346
291805,281957
291805,241554
291805,9654
10661,612
10661,117486
10661,433627
10661,8885
10661,8850
363088,141052
363088,99861
363088,49521
363088,209112
363088,297762
114150,254470
114150,460019
114150,440021
114150,525
455656,19840
455656,272693
455656,10625
455656,2105
455656,9880
10735,634
10735,9813
10735,437557
10735,668
10735,118
22538,359784
22538,16129
22538,9958
22538,92316
22538,108723
376659,22152
376659,179144
376659,225886
376659,8363
4599,425
4599,1562
4599,101
4599,111
4599,13
11770,9461
11770,24
11770,604
11770,605
11770,8456
8699,109443
8699,358761
95610,400579
95610,437557
95610,11631
95610,10735
95610,297762
11774,2268
11774,44826
11774,9880
11774,671
11774,674
